id,name,description,x,y,type
1,parking_1926238802800,parking,51.72786015267616,19.448301714007876,outdoor
2,restaurant_1926238803280,restaurant,51.756592492866396,19.45951991357531,outdoor
3,park_1926238802512,park,51.73652996702269,19.492513529793133,outdoor
4,park_1926238802848,park,51.830015603702606,19.490742415223423,outdoor
5,cinema_1926238803136,cinema,51.76424357837954,19.45824690918332,outdoor
6,shop_1926238802992,shop,51.76375492199554,19.52714211139811,outdoor
7,bowlingPlace_1926238803328,bowlingPlace,51.76649160368014,19.403796391398256,outdoor
8,cafe_1926238803472,cafe,51.79232480039384,19.47773922600286,outdoor
9,shop_1926238803424,shop,51.75688672729257,19.45280787040576,outdoor
10,cinema_1926238803520,cinema,51.780935358236924,19.429150460918574,outdoor
11,library_1926238803568,library,51.74750707724842,19.44765183761334,outdoor
12,cinema_1926238803616,cinema,51.81891635250188,19.50876688278023,outdoor
13,university_1926238803664,university,51.7624153519142,19.437074496712796,outdoor
14,parking_1926238803760,parking,51.79294122326004,19.446809379794452,outdoor
15,library_1926238803808,library,51.73672056990275,19.400300387565753,outdoor
16,university_1926238803856,university,51.71781225347761,19.50793247995606,outdoor
17,university_1926238803904,university,51.71181424577397,19.477109425344725,outdoor
18,library_1926238803952,library,51.71433407578695,19.432458968169264,outdoor
19,shop_1926238804000,shop,51.73201171799625,19.440011041692948,outdoor
20,stadium_1926238804048,stadium,51.811020028636875,19.421710230996965,outdoor
21,library_1926238804096,library,51.80891921032462,19.48256524748636,outdoor
22,bowlingPlace_1926238804144,bowlingPlace,51.75964605322713,19.45430809595501,outdoor
23,bowlingPlace_1926238804192,bowlingPlace,51.74170532531034,19.413872671645684,outdoor
24,shop_1926238804240,shop,51.7736886825671,19.386994813213253,outdoor
25,park_1926238804288,park,51.78864584614057,19.509404290531613,outdoor
26,cafe_1926238804336,cafe,51.755926033381115,19.456246111867113,outdoor
27,cafe_1926238804384,cafe,51.7591898922425,19.437096118334747,outdoor
28,university_1926238804432,university,51.751871097498714,19.42532058201122,outdoor
29,stadium_1926238804480,stadium,51.756253277411766,19.456550900229225,outdoor
30,restaurant_1926238804528,restaurant,51.705210142959984,19.474641147331454,outdoor
31,cafe_1926238804576,cafe,51.72631022345715,19.495971897202985,outdoor
32,shop_1926238804624,shop,51.702918059088645,19.50109055493955,outdoor
33,shop_1926238804672,shop,51.782107011609256,19.462371945120694,outdoor
34,parking_1926238804720,parking,51.759993891655625,19.43242150327993,outdoor
35,restaurant_1926238804768,restaurant,51.8271436378115,19.46475624645648,outdoor
36,cinema_1926238804816,cinema,51.81549129909027,19.4884293359492,outdoor
37,restaurant_1926238804864,restaurant,51.81242878051377,19.503747728010207,outdoor
38,shop_1926238804912,shop,51.79430945343434,19.525606629458885,outdoor
39,parking_1926238804960,parking,51.77277424309923,19.51889696622451,outdoor
40,shop_1926238805008,shop,51.826604438765656,19.4154119248344,outdoor
41,cafe_1926238805056,cafe,51.75499830192242,19.46052913286335,outdoor
42,cafe_1926238805104,cafe,51.72525257565205,19.408472235242545,outdoor
43,park_1926238805152,park,51.81279601532778,19.43245716071252,outdoor
44,park_1926238805200,park,51.75899849503777,19.466368116286432,outdoor
45,cinema_1926238805248,cinema,51.75299860076738,19.458825394700174,outdoor
46,cinema_1926238805296,cinema,51.72230317947515,19.465071155766523,outdoor
47,cafe_1926238805344,cafe,51.74389104594863,19.4625739079824,outdoor
48,parking_1926238805392,parking,51.71950497640785,19.416822960526314,outdoor
49,bowlingPlace_1926238805440,bowlingPlace,51.79146774513965,19.473673315970547,outdoor
50,cafe_1926238805488,cafe,51.77321084331168,19.45847552018465,outdoor
51,shop_1926238805536,shop,51.717272234763925,19.492802287290854,outdoor
52,cafe_1926238805584,cafe,51.75859396509899,19.45770201395775,outdoor
53,restaurant_1926238805632,restaurant,51.71250711216582,19.435858329826047,outdoor
54,stadium_1926238805680,stadium,51.754588262989955,19.478875292313393,outdoor
55,stadium_1926238805728,stadium,51.788194022862946,19.434686563165616,outdoor
56,cafe_1926238805776,cafe,51.77687670607083,19.426627191017232,outdoor
57,university_1926238805824,university,51.760317181625304,19.45647265038671,outdoor
58,park_1926238805872,park,51.71736603332498,19.44884486427591,outdoor
59,park_1926238805920,park,51.755178363161654,19.50344960225084,outdoor
60,stadium_1926238805968,stadium,51.72645885550349,19.468351317179366,outdoor
61,stadium_1926238803232,stadium,51.738932950056714,19.4500953146047,outdoor
62,cinema_1926238803376,cinema,51.76081168357367,19.44275579318839,outdoor
63,parking_1926238802752,parking,51.783785365194454,19.39934004632652,outdoor
64,cinema_1926238803088,cinema,51.73872761533149,19.438213415767407,outdoor
65,cafe_1926238803712,cafe,51.73644456910865,19.478541690564974,outdoor
66,cafe_1926238803184,cafe,51.762677038933745,19.450589907769317,outdoor
67,parking_1926238802944,parking,51.75988161053328,19.482215823642868,outdoor
68,bowlingPlace_1926238933392,bowlingPlace,51.758449884623985,19.484872573856606,outdoor
69,library_1926238933440,library,51.76478839350443,19.453443105735275,outdoor
70,bowlingPlace_1926238933488,bowlingPlace,51.75906946070415,19.47802422572905,outdoor
